Total Population,ZIP,Traffic,Haz_Waste,Pollution_Burden,Linguistic_Isolation,Poverty,Housing_Burden
3182,96041,51.338663,0.125,24.64,1.4,47.3,14.5
2026,93023,356.7357683,0.16,38.50,2,21.9,20.8
7248,95003,1556.007197,0.5,35.90,0.9,18.1,20
3874,93536,262.8495003,0.1,26.26,0,11.5,11
3204,92651,1358.680534,0.025,31.43,8.4,25,25.4
6342,92630,898.3326641,0.75,52.30,1.3,10.1,13.4
4175,96088,53.69724064,0.15,25.86,0.4,33.9,13.7
6043,94564,927.9834449,0.2,31.22,1.4,17.4,11.3
8108,95758,940.6929384,0.42,22.94,5.8,10.3,9.9
4110,92630,673.9302556,0.21,36.19,0,8.4,10.2
6437,92057,623.0560826,0.1,25.17,8.2,25,12.4
2233,94591,383.5488392,0.06,18.12,5.1,12.1,20.8
6018,93619,265.5804314,0.1,40.27,1.1,12.4,9.2
6809,94550,620.2238482,0.435,42.11,0.6,8.3,19.1
3028,92651,1101.296778,0.1,36.40,1.3,15.4,19.2
3787,91775,366.3397939,0.05,43.63,7.4,14.8,11
5606,95946,275.0535608,0,29.94,0,33.3,16.3
3984,92397,120.8847694,0,22.51,0.7,26,13.9
4965,95602,647.5624164,0,24.77,0,17.4,16.6
6689,93422,1043.494829,0.3,31.54,2.7,30.5,10.9
3335,91320,1745.531338,0.16,37.68,10.4,24.3,8.3
4194,92211,1104.004379,0.4,30.80,3.9,38,11.7
5986,95831,296.7666626,0.1,25.27,4.6,15.5,8.6
4440,95436,348.9217811,0.1,36.00,0,27.1,16.2
3619,92211,794.4017194,0.26,26.37,0.8,22.4,19.3
3115,94014,638.0206011,0.045,20.71,16.6,12.7,13.9
1413,94515,278.4190592,0.825,40.25,3.9,12.8,10.9
6182,94550,635.2308843,0.77,40.84,4.2,17.1,6
5424,93110,978.4858094,0.3,37.40,3.2,17.8,17.6
4100,94014,452.8251482,0.195,21.39,13.3,11.6,16.8
3434,92782,917.9142283,0.1,31.20,4.4,11,11.2
8376,94010,1259.265965,0.74,45.06,8.8,9.9,13.2
4670,92592,NA,0.035,22.89,6.5,7.2,10.2
1445,96132,43.81727931,0,30.87,0.3,33.3,7.5
4991,95831,388.5017351,0.21,20.93,5.8,20.8,10.4
6464,94044,721.5810937,0.26,28.08,4.7,10.5,13.4
7091,91351,730.6341684,0,37.17,2.1,9.7,17
4946,95610,1010.465231,0.285,24.60,4.4,32.7,16.5
6712,93446,492.1951115,0.51,30.70,3,26.4,13.1
5465,94087,1761.412526,0.735,42.91,16.3,14.8,9.9
5480,94597,2600.245567,0.35,42.78,3.7,15.1,14.7
4694,95035,1922.275223,0.01,24.31,12,10,8.7
7883,92069,452.424664,0.32,32.66,4.4,9.6,11.1
4193,93001,530.2144339,0.41,34.62,2.5,28.9,11.4
9921,92056,872.6407815,1.36,42.27,2.6,15.9,14.8
4788,94025,606.0790513,0.985,35.07,2.7,10.4,15.4
2625,95969,436.0136752,2,25.33,1.7,25.8,8.2
3247,92691,1042.788154,0.21,29.56,5.2,10.2,12.9
5204,94901,821.9759079,3.22,38.92,4.6,17.7,19.1
7093,92078,1017.307643,0.595,41.94,6.2,28.9,13.5
6746,95125,570.953281,0.39,31.33,1.5,6.8,9.8
1339,95624,449.0061871,0.1,23.84,1.6,19.5,14.8
6901,94903,1017.307278,0.8,24.64,10.6,27.7,14.2
4178,95662,881.8679849,0.26,27.06,1.7,15.5,10
7862,92592,402.3000714,0.16,29.83,0.6,14.2,7.3
5229,95503,745.397692,0.35,21.54,0,36.3,10.9
2432,92019,363.8855475,0.05,29.37,1.3,17.3,11.4
2826,92084,496.5626829,0.035,32.00,0.6,18.9,14.9
4007,94609,721.5428013,0.315,33.82,0.9,21.1,14.8
4188,95468,98.57758946,0.1,29.06,1.4,29.2,16.8
3125,95051,1242.503255,0.55,39.08,6.1,10.9,11.7
3936,95945,226.8746728,0.1,29.64,0,25.5,11.9
4752,95050,895.1057692,0.18,30.63,4.1,16.3,10.7
4371,94044,626.4949011,0.05,21.53,1.3,14.9,19.3
3774,94025,1503.602512,0.8,42.62,8,14.9,20.1
4807,92118,836.4044249,0.375,43.21,3.1,13,18.6
3840,90064,1912.893128,0.52,44.70,1.1,7.4,13.8
4157,92110,697.6736941,0.05,33.76,3,13,16.4
2635,92506,1790.904733,0.01,38.06,3.6,7.5,3.3
6966,91301,2043.458267,0.75,43.86,4.7,9.5,9.4
4309,92081,761.7116481,2.46,33.68,2.8,17.9,16.9
4856,95687,743.5656081,0.235,21.24,1,13.2,4.1
2599,91390,1956.48474,0,37.63,2.2,7.2,9.5
4585,92314,110.75679,0,17.17,1.2,38.6,11.8
7393,95050,910.3089326,0.4,34.27,13.6,12.6,14.3
5418,93003,928.4482463,0.08,35.74,0.8,15.7,15
2885,96002,426.3079836,0.1,24.82,0.9,17.1,8.5
5115,92010,1289.970269,0.31,37.31,2.6,19.2,17.3
3403,94518,1049.21911,0.155,26.65,0.7,16.2,11.3
8999,94062,964.4062285,0.41,34.97,5.9,16.1,14.5
4927,96003,528.8484129,0.135,26.11,0.8,28.1,15.1
3960,92057,995.5990645,0.125,33.45,2,37.7,21.7
4530,92123,957.3546729,1.185,39.65,2.8,12.4,13.4
6540,91206,747.6674928,0.085,39.97,13.3,6.5,12.2
4966,95448,866.3301349,1.15,40.59,4.4,10.9,13.8
2446,92879,722.6710349,0.07,36.99,1.2,13.7,8.4
4722,95148,936.3743799,0.2,23.13,14.5,11.7,11.4
1479,95076,351.978707,0.05,36.58,1.5,19.5,NA
5267,94117,1010.498267,0.945,31.72,7.5,18.8,10.5
3781,95742,681.6188711,0.1,27.77,5.8,15.9,7.9
4864,95864,809.9965673,0.475,39.86,1.5,9.6,5.9
6916,92081,868.6158693,0.785,38.47,1.5,21.2,17.3
5885,95603,351.8715136,1.155,36.92,1,22.2,7.1
4780,91364,577.5295582,0.01,29.91,5.3,13.6,14.9
5090,95051,1291.551258,0.475,39.81,7.8,11,10.9
5535,95628,680.6816372,0.5,31.41,3.1,22.4,11.6
8067,92672,1544.921796,0.085,35.77,2.5,18.3,17.2
7389,95747,560.3912885,0.3,23.10,0.7,22.3,14.7
8493,95370,353.0988818,0,24.19,1.3,19.2,8.5
6065,91302,938.8772929,0.25,38.73,6.1,14.4,15.4
3874,92647,761.9403991,1.135,42.70,1.1,13.4,8.9
3623,91775,645.8463258,0.235,37.50,9.8,14.1,13.6
3625,95148,608.8171347,0.1,18.50,13.1,15.5,14.6
3978,92234,784.6948497,0.07,18.63,6.3,34,19.5
6272,93117,507.5832218,0.125,18.22,4.4,88.1,68.4
6447,91436,683.2190718,0.41,49.13,1.7,9.7,12.2
2741,94530,458.8295542,0.135,39.54,3.5,20.7,10
5620,94539,1497.1514,0.1,28.48,13,5.6,9.9
7487,95014,979.3662358,0.65,36.13,7.2,6.7,18.5
6575,94087,1124.26092,0.375,31.64,11.9,10.4,11.2
6295,91355,1913.362321,2.81,54.96,5.3,5.7,9.8
2883,92234,937.0861783,0.05,22.79,9.9,27.7,14.8
5386,91354,1121.538567,0.815,37.86,2.3,12.7,16.9
5009,90808,712.5632649,0.14,39.68,0,10.3,10
3535,95404,848.8797796,0.635,31.06,1.4,26.5,24.3
6768,95014,1580.914524,0.695,42.23,9.7,6.6,7.3
3012,94030,1247.026934,0.54,36.47,14.6,14.6,13.8
4786,95131,889.0321232,0.485,30.42,12.1,6.1,7.6
3644,94112,213.9682022,0.05,25.31,6.5,20.1,12.4
2895,90291,1151.581813,0.35,46.78,3.4,18.5,14.9
5244,94122,444.6388776,0.035,26.40,12.3,20.6,24.4
4306,92705,447.125363,0.31,37.13,4.8,15.7,13.6
3103,91103,1321.452391,0.12,50.77,5,8.3,13.9
6024,91214,386.3383745,0.185,40.99,8.7,11.5,9.8
5187,95136,2022.168276,0.5,30.83,8.8,24.4,11.6
3408,95014,1983.742118,1.125,49.81,14.2,9.2,9
2399,91350,1100.627828,0,31.22,1.2,7.1,4.8
5322,95470,453.8306689,0.125,28.83,1,28.6,8
4352,95010,1243.846309,0.265,34.15,2,29.1,18.9
3998,92234,690.9969039,0,19.45,11.3,36.2,22
5180,92021,494.3917847,0,28.87,3.6,23,10.3
6155,92109,1778.320798,0.435,41.30,0.2,26.3,20.4
5431,90803,745.3204585,0.225,39.01,1.9,9.9,14.3
3198,92646,632.177498,0.135,30.21,0.7,17.2,8.8
4088,90402,631.9512951,0.05,34.96,0,8.9,16.7
5302,92240,248.5680743,0,15.56,1.9,47.1,20.9
8917,92606,1969.908189,0.325,48.12,7.6,20.6,11.1
5211,94122,1946.572526,0.16,34.36,10.6,18.4,12.4
7756,92128,1322.174834,0.275,37.46,6,19.7,11.2
7099,92024,1844.138498,0.22,42.23,0,17.2,18.7
5971,95014,1557.937819,0.61,36.75,14.1,12.3,16.6
5039,95037,325.309539,0.18,25.42,7.3,10,12.3
4158,95051,1205.616762,0.225,33.07,4.7,6.4,10.1
4488,92071,861.2922053,0.96,36.53,1.4,12.8,11.3
5854,92106,718.9728796,1.52,45.94,0.5,17.1,17.7
9755,92563,1055.176894,0.27,29.15,1.3,20.4,12
3636,92672,1325.556425,0.1,31.19,2.9,15.7,15.4
4418,94555,5756.147404,0.01,25.78,8.9,7.1,6.4
3841,92126,912.0721961,0.325,24.97,7.4,10.9,8.5
6480,92019,1183.597713,0.425,28.78,5.3,23.2,25.2
7457,95405,867.3567203,0.15,29.74,2,26.1,19.6
4280,94901,1801.020682,1.61,38.41,4.5,16.5,18
3935,90803,783.0016769,0.36,34.97,3.1,27,19.2
10588,92596,436.6840543,0.045,22.05,2.2,23.4,9.9
12628,92881,379.6722134,0.05,28.22,4.1,9.1,12.7
3811,90068,2540.64109,0.275,59.59,1.6,12.4,11.2
7291,94538,1017.848387,0.385,25.50,10.2,8.6,11.5
1142,95981,175.9191233,0,22.14,NA,33.3,NA
1818,92025,639.542599,0.06,36.82,1.6,18,8.7
4556,95482,NA,0.195,28.50,3.5,26.8,9.9
4503,93644,339.4936427,0.3,32.60,5.5,33.6,16.9
5137,95630,1846.979544,2.35,36.40,2.5,9.7,7.2
5188,94551,2180.740951,0.655,37.72,3.9,9.4,5.1
6330,95687,411.8046107,0.26,22.55,1,12.2,10.1
7375,90278,918.1882608,0.17,42.93,3.7,4.8,15.6
7193,91765,1194.235051,0.2,36.92,12.8,16.2,14.4
3908,95666,156.2067548,0.5,23.92,0.7,20.2,16.5
5554,94549,1043.75252,0.2,36.39,4.3,14.4,17.1
2314,91789,772.0802046,0.125,35.78,19.5,13.5,12
7573,92399,229.623683,0.125,27.13,0,5.8,9.2
6847,92069,309.0081335,0.085,23.39,1.2,33.7,17.2
4840,92027,499.3494308,0.13,33.09,5.6,9.8,11.5
4763,95148,503.2112662,0.05,17.26,8.8,12.4,16
3000,95125,797.2371306,0.16,28.94,3,14.6,18.1
5670,94118,2072.013556,0.685,40.35,6.8,12,8.5
6204,90505,683.9793836,0.435,48.35,2.3,13.1,11.2
5459,95403,712.3107737,0.255,26.08,2.1,16.9,11.9
5217,94583,1807.368187,0.3,27.14,3.8,12.6,8.2
5397,92084,446.0131979,0.1,26.36,NA,25.8,10.8
3495,95709,446.7119057,0.1,30.90,0.8,24.6,9.2
3023,95466,129.5465834,0,25.37,3.3,42.7,11
3263,95546,63.09117572,0,17.90,0,65.1,5.2
2260,93314,731.2938855,0.01,29.76,0,11.2,2.4
4040,95829,423.6056564,0,19.15,5.3,16.7,14.8
2631,95476,658.9613631,0.2,40.30,2.2,11.7,11.3
11136,91915,624.0167292,0.525,27.48,6.2,21.3,15.3
3286,95003,1747.801556,0.2,29.17,2,19.1,19
1529,90266,696.5858434,6.05,44.94,0.9,9.5,10.5
4268,91741,255.0558863,0,31.59,4.5,13,10.1
7277,94502,511.4600198,0.735,38.99,4.7,6.8,7.4
5188,92656,1196.351222,0.59,34.65,4.6,17,21.8
13434,91739,1683.214815,0.31,42.16,4.4,6.8,3.4
6571,92587,675.6545726,0.4,26.08,3.6,16.3,9
5783,95335,130.5015977,0.1,29.74,1.1,18.2,17.8
4098,93405,1392.026462,0.82,40.03,0.9,84.6,68.1
5704,94122,591.6014935,0.1,25.13,12.1,18.9,14
6868,95138,1839.160534,3.98,38.34,3.9,6.2,5.8
3023,95648,376.2553364,0,25.84,2,18.4,16.1
4416,94065,930.4561577,0.48,36.19,6.7,8.9,12.9
8489,94080,1096.733361,0,24.82,12.7,12.2,13
5254,93611,463.319367,0.325,33.95,0,19.4,5.7
6265,95472,482.6792203,0,30.38,2.7,20.9,17.7
5167,93312,632.4703923,0.65,35.05,5.5,16.7,7.2
3472,92629,706.6631497,0.16,25.19,2.4,13.3,23.1
3351,94610,1169.109492,1.11,37.15,1.7,13.4,12.4
2480,95014,803.9582808,0.46,35.23,8.5,13.9,14.5
7069,95404,457.9092731,0.1,23.17,0,20.2,15.7
4112,91942,474.3575357,0.21,24.89,11.8,31.7,12.9
1709,94551,1447.112039,7.075,44.31,9.4,4.6,7
2798,92264,705.2683146,0.31,21.62,1.5,26.8,18.6
3668,51,214.1518226,0.125,27.69,0,26.9,17.9
8904,94118,1045.643092,1.86,33.47,3.5,18.7,16.2
2987,94931,1238.230468,0.1,34.27,6.4,25.3,10
3615,90024,1747.567905,0.225,44.06,4.6,17.3,19.9
4122,95925,40.8829278,0.01,35.43,1.8,35.5,15
5664,95926,895.3829955,0.035,33.87,1,15.3,8
4115,90293,1097.108488,0.51,53.87,2.5,14,21.5
5503,93720,642.75985,0.22,33.98,5.3,14.2,9.9
2998,90049,1158.857296,0.36,39.25,0.3,12.4,18.6
5716,92026,841.0761359,0.1,26.82,1.3,16.3,12.8
2011,96010,127.5747364,0.05,26.78,0.5,31.1,12.7
5741,92104,547.854168,0.045,22.64,12.6,28.7,14.3
3668,95758,1166.515405,0.3,21.76,3.6,12.9,12
5695,94066,865.7881036,0.125,21.21,6.3,7.6,11.1
2405,96019,485.1724978,0.275,21.13,0,31,13.9
4106,95616,787.4709434,0.485,25.97,3.2,49.9,27.3
7614,95630,1158.245185,2.135,32.82,4.4,11.1,11.7
3841,94928,597.9087933,0.16,19.07,2.1,25.1,18.7
4174,92120,716.4503672,0.575,40.17,3.1,14.7,15
5598,94903,3074.273855,0.225,33.53,2.4,11.1,12.9
5630,94568,2068.00595,0.3,30.77,11.4,10.2,12.4
3492,92651,1389.927813,0.225,32.98,0.7,13.9,14.1
5123,96065,94.17413039,0.1,29.51,0.1,33.8,12.1
3451,92314,142.9685056,0.025,16.55,2.1,49.8,19.2
8784,95037,1792.208932,0.74,42.53,2,9,8.2
3524,90046,1919.299481,0.2,45.95,0.8,7.9,12
2733,90275,927.545355,0.275,34.02,8.2,8.5,8.6
6663,96161,565.3743966,0.85,46.00,2.4,25.7,9.7
6859,91360,1088.04746,0.145,36.95,3.7,15.7,11
1234,94930,1395.692882,0.2,35.34,2.2,16.5,NA
3528,92646,646.8329051,0.135,33.24,3.5,9.8,23
5848,90803,895.6070566,0.15,40.22,3.5,19,13.4
2637,90274,1006.159271,0.175,45.31,3.5,10.1,8.5
7896,92675,3167.163582,0.3,46.99,0,14.2,17.2
5591,96150,649.0140818,0.21,25.22,6.8,32.9,10.7
23390,92602,921.705737,0.77,42.53,12.4,8.2,13.6
5861,91001,236.2220824,0.1,34.86,0.6,7,11.7
5981,91362,1053.157226,0.38,37.81,2.2,7.1,10.8
4259,92886,479.3767082,0.625,38.03,1.8,7.8,7.2
5279,90266,1511.027881,8.295,56.04,2.1,6.3,12.8
2503,93023,323.2121315,0.2,26.54,0.8,22.6,24.1
3722,92506,992.4129265,0.1,38.97,1.3,11,3.7
6063,95129,1021.512714,0.26,32.31,11.5,14.8,5
3987,92071,814.3706564,0.805,33.20,5.1,18,8.8
2995,93611,536.6408403,0.185,32.83,1.7,12.3,4
5555,93103,288.3678895,0.545,33.14,0.9,18.8,16.4
8035,93619,294.1757631,0.05,37.22,4.5,16.1,9.8
6489,92677,795.1431619,0.2,28.23,5,24.7,23.2
5126,94118,821.7805204,0.675,30.03,9.6,13.3,16.5
6221,92026,751.6759722,0.335,30.48,0.7,16.2,10.8
1848,92241,NA,0.1,16.05,14.2,54.1,17.2
5065,94539,1189.826228,0.66,33.19,11.2,3.7,3.4
5246,95616,362.9102003,0.5,28.12,2,47,29.7
7600,94087,1727.824133,0.275,40.71,10.6,4.9,11.4
4850,94596,543.4013839,0.3,35.25,4.4,16.5,14.4
5118,95843,601.3543621,0.02,19.70,3.3,25.9,13
4071,90045,354.792906,0.165,40.24,0.3,11.8,13.9
5469,94010,804.4364407,0.395,42.81,6.4,19.4,16.8
2334,90265,1273.398402,0.8,51.93,1.7,16,14.5
3612,91030,573.7752786,0.175,47.01,5,9.3,4.8
3625,96031,23.11298369,0,30.29,0,38.7,11.7
4319,91016,289.3983731,0.195,40.47,3.3,7.8,7.5
2636,92627,771.0456813,0,33.14,3.2,12.4,17.4
7876,95519,350.163685,0.2,18.73,0,35.9,16
3062,91741,253.8337362,0.02,31.49,0.9,11.9,8.2
15355,92651,1481.739006,0.4,54.85,NA,12,16
5450,95959,230.0351606,0,26.96,0.5,27.1,7.9
8902,92503,438.9296576,0.1,35.41,0.6,10.9,10.2
4457,94122,1157.595017,0.27,26.83,17.6,17.3,13.3
4529,94122,1820.778968,0.165,30.27,7.3,10.9,9.7
3640,94404,725.0656916,0.07,30.80,3.3,6.9,9.7
4997,92122,765.9020679,0.185,24.69,14.5,43.1,19.6
4473,94086,894.3998028,0.885,36.87,9.2,10.2,14
1302,91910,1305.876829,0.2,25.96,4.5,9,4.4
2798,94805,313.0413243,0.11,27.47,2,16.7,3.8
4542,95118,1400.58055,0.35,26.93,7.5,17,15.4
4451,95123,512.3882369,0.075,18.73,7.6,12.4,11.8
1835,91748,652.6293629,0,28.90,21.8,12.6,NA
1631,93532,114.6296143,0,23.72,NA,33.1,14.8
3456,92104,364.3938735,0.385,36.60,0.4,13.1,9.7
5235,95008,1010.715244,0.58,37.68,6.4,13.4,16.2
5362,94550,562.647713,0.625,36.49,0.6,9.1,15.8
5824,92677,2503.424285,0.51,39.04,2.4,12,20.5
3487,93225,135.5675885,0,16.88,2.7,56.5,18.6
3697,90815,1010.345154,0.595,42.41,0.7,13.2,13.8
3143,95949,629.0229874,0.2,26.26,1.6,20.9,27.2
5852,93117,457.3576447,0.29,28.70,2.6,21.3,7.5
2940,92886,691.5320284,0.18,28.42,5.5,14.7,16.2
1639,92676,235.676942,0.1,34.21,NA,17,6.6
5051,94618,776.490765,0.595,36.64,8,10.3,8.9
7387,95010,1185.363546,0.77,36.05,0,26.4,16.4
3606,92260,952.377281,0.05,26.22,6.7,42.3,22
3664,95118,822.0830817,0.36,24.99,14.4,24.3,24.2
1902,95503,568.1937925,0.05,18.07,NA,23,18
3665,95603,242.2198361,0.095,23.88,1.2,19.1,11.4
4461,92078,1086.866049,0.61,37.57,0.5,15.5,18.7
4478,95662,498.8582052,0.05,19.12,1.2,23.3,17.1
6428,95821,452.5173799,0.325,30.58,1.2,20.7,4.2
4971,91016,499.4619243,0.25,31.86,4.4,9.5,7.1
2133,94558,145.5480139,0,25.25,1.2,19.3,3.4
3675,95687,654.7615944,0.145,20.15,1.4,22.9,12.2
3682,95747,1249.627958,0.32,29.53,1.4,15.1,6.8
4661,95123,671.6801271,1.1,22.83,4.2,6.7,11.3
5407,94555,1947.851029,0.205,29.22,11.4,4.5,7.8
1702,95389,100.4665715,0.1,27.25,2.3,31.4,2.9
6778,95117,1758.033695,0.15,28.96,3.8,9.2,10.8
3494,94010,424.6526028,0.1,30.96,2,7.7,14.3
4274,94521,1075.386778,0.45,33.45,2,14.1,10
8766,94513,507.2273229,0.1,34.68,0.9,13.4,8.6
2947,90803,467.559965,0.15,35.42,3.3,26.6,18.1
5388,95118,768.3433836,0.285,27.14,3.5,10.5,12
3874,91784,1761.477578,0.2,50.97,2.4,10.9,9.3
3449,93010,359.894852,0.025,30.22,5.9,6.3,5.6
6011,92656,1073.700457,0.73,32.83,0.8,16.5,17.5
5662,92610,906.9550052,1.08,39.70,4.5,4.6,8.9
2658,94952,447.5570763,0.125,39.37,2.9,19.5,18.1
6575,94928,497.8870684,0.2,20.77,4.8,20.1,24.1
6842,92008,946.7258541,0.135,34.60,3.9,14.4,10.4
2454,92646,1108.522316,0.3,37.68,2.9,12.6,8
5054,94086,1169.266083,2.46,41.10,8.8,11.8,9.7
1605,94705,655.2322359,0.305,32.54,NA,14.1,13.8
7473,94539,1698.60737,1.025,42.65,7.4,8.9,5.5
5334,92234,733.7489903,0.145,19.08,11.7,53.1,20
2926,95051,2358.297542,0.05,33.24,13.1,11.8,14
3852,93923,626.7444889,0.35,28.36,1.8,9,12.5
12415,92596,262.0011861,0.02,18.37,2,12.3,9.7
3811,94030,787.1762437,0.375,34.93,8.8,11,19
4856,92040,482.5005379,0,23.94,8.2,32.9,20.4
2775,95570,159.9384687,0,24.80,0.5,42.2,13.5
3998,94301,670.2224277,0.92,35.59,15.2,18.9,12.7
9105,95020,368.4194165,0,18.56,1.6,4.5,11.9
4853,95032,1630.265604,0.82,32.62,3.2,7,12
4560,94118,523.8209034,0.475,32.78,7.5,15,16.2
7424,94502,598.5995512,0.245,28.67,8,5.8,9.4
4381,95051,1164.17154,0.51,33.11,5.4,9.4,11.9
4123,95125,957.6774796,0.175,31.22,2.1,7.7,11.8
4992,91765,1062.315111,0.11,36.13,15.5,14.3,11.8
4656,92069,803.9687933,0.775,31.78,1.7,19.3,13.2
3747,94558,329.8167903,0.05,43.69,4.1,15,8.6
4421,91107,436.68899,0.01,42.52,6.5,9.9,15.1
3771,95338,106.9047704,0,15.30,0.9,32.4,9.7
2107,96088,88.32487963,0,19.32,0,37.7,14.3
10486,95064,482.2018395,0.1,22.51,NA,43.4,38
4042,96007,319.9675492,0,27.65,0.7,24.1,13.5
6869,92677,1204.341044,0.485,30.26,9.1,18.8,19.3
4377,94965,3773.693682,0.55,46.37,1.6,13,14.1
5338,92591,485.9347013,0.06,23.79,0.6,10,6.6
3111,95831,386.8416056,0.1,17.81,6,15.8,13.3
3936,95436,510.3547416,0.2,34.02,1.6,25.4,14.5
3332,94706,556.3819469,0.385,44.13,4.1,16.5,13.8
2861,94118,1838.58615,0.285,37.34,14.3,8,13.9
4279,95128,1727.409496,0.31,38.78,2.4,9.2,7
7469,93420,949.1366935,0.21,32.50,3.5,9.6,11.2
3492,94709,188.8821877,0.82,33.34,5,24.2,21.9
5568,95129,2275.862483,0.36,38.76,19,12.6,13.7
2846,91711,1012.954616,0.2,41.98,2.8,3.5,7.3
7144,94087,1328.944243,0.275,39.35,2.9,9.4,9.9
5453,94925,2581.490532,0.25,40.55,0.9,7.6,18.6
4170,94546,428.9980547,0.185,22.88,5.7,14.5,7.5
5567,95060,472.1651143,0.38,28.61,1.4,19.3,17
4534,92691,819.5891235,0.125,33.62,2.8,11.6,10
4906,92663,1421.500801,1.155,56.88,0.9,12.9,16.7
6631,90815,2333.007275,0.11,55.86,0.7,10,9.6
4190,91007,434.0777408,0.285,37.13,22.7,12.4,16
2699,91935,248.6202763,0,24.09,2.9,9.6,5.2
4523,94110,683.1606939,0.88,32.83,3.2,15.2,11.9
3491,91784,2677.084801,0.21,43.91,3.4,2.1,3.8
4318,92109,741.6525993,0.235,32.06,0.2,28.8,16.1
2849,95451,208.1729145,0.1,22.37,0,30,16.1
3001,96130,310.3424212,0.11,27.34,0.6,33.5,14.3
6902,91024,279.3904668,0.135,35.64,3.4,11.7,13.1
2656,95928,930.4304986,0.1,33.88,0.9,15.1,8.2
7365,92882,4482.886576,0.135,37.92,2.8,11.1,13.8
7973,95973,796.9766647,0.41,29.77,2,18.9,12.1
3643,91361,2856.89469,0.35,38.52,4.1,13.2,15.6
9318,92592,355.8464216,0.15,28.67,3,21.4,5.7
3671,92688,743.0148016,0.35,30.19,6.3,20.3,20.4
3853,93551,161.3701083,0,22.43,3.4,12.9,6.6
4255,93010,655.5035924,0.25,30.13,1.1,15,8.4
3530,95926,844.7372049,0.185,25.12,0,24.3,9.8
4488,92064,1060.644571,0.4,32.46,1.7,13.3,12.9
5393,95973,336.9162428,0.2,30.25,0.8,17,13
5685,94597,1880.485458,0.125,38.85,6.4,10,16.5
3923,95008,760.0926389,0.545,28.47,9.5,12.2,10.3
1696,92672,2235.483262,0.02,43.42,1.7,14.3,15.9
6414,94925,2869.19225,0.645,49.78,3.4,16.1,17.4
5572,93422,629.6165412,0.3,29.44,3.7,27.2,13.4
3575,92071,929.0396706,0.745,37.65,0,12.4,11
5982,92075,2399.191066,0.4,41.26,1.2,26.3,15.2
6280,93117,492.708737,0.01,16.20,8.9,87.7,66.3
8759,95650,730.8244703,0.4,37.49,0.6,16.2,17.1
4086,90254,1592.714683,0.15,37.83,NA,8.3,11.4
4251,90245,1375.575398,2.115,56.22,1.1,11.4,5.3
3559,96003,801.6325585,0.045,22.92,0.5,28.9,16.4
4057,92648,669.6147788,0.01,30.39,2.9,18.2,20.7
5832,95032,1470.75786,1.495,36.88,3.5,11.4,13.8
5453,92677,822.1229167,0.625,29.17,5,23.6,16.9
4818,92040,409.5902719,0,26.86,1.2,25.8,21.9
4860,93619,311.2251599,0.01,34.93,1.1,5.1,8.2
4796,94611,440.3487443,2.235,35.05,1,4.7,11.1
3897,91977,537.8678232,0,21.76,4.3,14.3,15.2
5724,95630,675.1565647,0.6,26.65,0,18.3,14.9
2024,91350,720.2770647,0.1,27.90,2,11.4,14.5
2721,94553,504.0298422,0.825,30.62,0.9,3.3,8.7
2964,93510,3697.953777,0,29.06,0.7,26.9,11.7
4634,94118,587.485381,0.865,36.55,8.4,15.9,8.9
7867,92705,443.5159694,0.145,30.37,1.3,6.8,9.5
2754,93514,252.1929298,0.2,18.98,3.4,30.1,10.2
3254,94114,491.7727526,0.84,26.89,1.2,13.5,10.9
4365,92869,1058.853609,0.2,44.75,1.7,10.4,10.2
7911,95634,148.2058279,0.1,27.36,0.6,41.7,12.5
8420,95835,379.3136979,0.225,20.53,6.3,8.9,9.8
4934,95120,454.1674039,0.23,26.99,9.3,13,14
4013,95070,1462.489512,0.15,29.72,3.7,12.3,18.3
5040,90278,1285.62995,0.43,48.34,2.1,4.5,2.7
2454,90024,1420.135504,0.61,47.51,0,16.2,20.8
5376,92637,1051.977815,0.28,35.23,4.4,12.9,19.5
3940,91784,1650.874652,0.1,44.39,2,6.4,9.4
6088,95973,309.1311811,0.06,38.00,0.7,15,6.5
2919,92270,896.2428377,0.46,26.58,1,23.5,19.9
2070,91387,1711.296243,0.15,38.31,1.1,6.9,13.1
1291,90815,1499.03251,0.135,45.77,0.7,16.1,20
4731,93657,105.2839962,0.2,32.39,0.5,17,3.4
3305,94510,844.565973,0.11,28.48,1.7,7.4,8.9
3023,90740,309.7265175,0.05,41.67,0,10,15.4
3910,95472,541.9060246,0.15,36.67,1,12.2,17.4
8039,94947,1521.869216,0.4,28.84,4.6,26.1,22.5
3944,94060,99.08833434,0.1,40.84,0.5,16.6,22.6
3241,94043,946.1605834,0.315,45.71,9,7.8,4.9
5691,94117,765.3680475,0.405,28.30,1.2,13,6.7
3159,92260,848.4181404,0.05,28.28,0,10.3,9.9
3383,95014,1374.93397,0.24,36.42,3.7,2.5,6.6
5288,94508,291.2447044,0.5,34.77,1.4,17.2,10.2
6535,92807,1129.378813,1.715,54.19,0.9,9.7,10.8
9578,93012,1046.332655,1.23,45.57,1.2,11.1,14.9
2671,94705,705.5785975,0.53,34.01,0.8,19.4,19.2
9584,92592,896.1400406,0.125,25.74,5.3,8.6,7.3
7364,92128,1632.765179,0.245,35.57,3.1,8.1,13.4
6175,94555,2162.979437,0.05,22.82,7.9,7.3,11.4
3806,94306,1293.124956,0.3,36.43,10.7,11.8,12.3
