Total Population,ZIP,Traffic,Haz_Waste,Pollution_Burden,Linguistic_Isolation,Poverty,Housing_Burden
4492,94611,1336.576405,2.455,45.16,18.2,38.2,12.6
9719,92583,595.1171252,0.545,36.33,6.4,43.5,14.9
4416,95621,1124.749907,0.325,32.58,5.5,32.2,24
4678,96007,722.1882916,0.23,38.73,1.6,51.6,16.5
5977,92841,790.7255882,0.03,35.91,22.9,43.8,29.5
3939,90717,1016.560832,0.37,42.53,11,18.7,14.7
7038,95610,1093.977219,0.31,27.07,8.9,54.3,24.7
6308,92123,1695.716786,2.56,46.94,1.5,19.7,22.1
8606,95616,982.8379031,0.5,45.90,12.9,75,40.2
6120,91773,1625.412242,1.245,62.08,1.1,25.7,19.5
5218,92154,650.4998081,0.1,35.61,10.2,41.4,19.8
7114,91207,1181.754103,0.345,45.46,18.3,25.8,31.1
3719,91311,1930.192207,0.37,46.80,2.6,24.3,13.3
3487,90042,282.9640013,0.02,36.18,8.9,34.6,16.4
6814,92583,367.3326685,0.605,33.70,2.3,38.7,18.9
4484,90712,1060.073607,0.545,50.76,1.6,18.6,14.9
7137,94061,729.142636,0.375,40.43,24.8,43.6,30
3259,90803,1806.407581,1.075,58.57,2.4,13.7,16.9
7591,93436,545.2574876,0.75,37.84,2.5,23.9,19.2
6891,92028,618.7784416,0.3,37.94,9.9,36,22.8
11403,93306,241.2114154,0.125,42.26,1,29.9,11.1
5494,91765,2956.749082,0.4,47.75,21.6,15.2,13.9
4480,91780,443.7952345,0.275,45.93,22.3,39.8,18.6
6215,92704,1000.445497,0.13,34.58,24.4,31.3,24.9
9191,92108,1782.897751,2.75,48.50,8.1,24.6,23.6
7077,93458,610.1560984,0.43,35.92,21.3,44.6,15
2650,91754,1495.647118,1.15,57.86,27.9,12,14.8
3550,93103,576.3664851,0.575,45.72,16,26.5,20.5
4027,94703,1005.646116,0.33,43.55,4.1,36.9,24.7
2982,94587,2113.371654,1.46,40.23,5.3,10,11.6
4531,94544,717.9848357,0.21,27.55,14.9,34.6,17.6
4898,91789,1015.613415,0.695,55.89,16.2,14.2,13.3
7812,92117,1110.350122,0.71,50.63,7.2,23.2,19.4
11455,93311,459.1635682,0.87,55.88,4.2,19.2,7.2
7179,93033,878.9986998,0.105,30.57,20.4,50.1,20.8
2827,91107,1897.69052,0.33,50.25,4.3,17.8,23.6
3474,95336,532.5602882,0.12,35.11,5.5,26.1,24.9
3359,90066,879.7590638,0.635,44.99,6,33.6,23.5
2325,96001,890.1340262,0.305,39.36,0.5,46.9,27.9
5363,91752,367.2711217,0,37.69,1.8,28.5,17.1
2814,92505,632.6890487,0,35.02,1.6,26.6,10.5
3242,94605,1791.808392,0.17,37.49,0,9.1,8.8
5414,93933,884.5218851,0.25,35.44,10.8,38,19.3
4386,94509,572.1084816,0.035,27.08,8.1,25.7,12
3324,94401,3644.663199,0.25,42.64,5.4,25.4,16.1
5993,95366,1062.748539,0.11,50.96,3.4,23.7,13.4
3100,90815,1721.795751,0.4,51.96,2.2,16.6,11.1
14869,92532,1757.639081,0.76,45.65,1.5,26.7,13.5
5943,95624,787.961736,0.3,29.20,10.9,37.9,22.6
3936,92019,792.9357241,0.26,39.96,10.2,42.3,26.8
5087,91755,370.4449801,0.135,40.59,40.3,42.2,33.4
5059,90292,1480.827196,0.35,61.06,5.7,21.9,24.3
8735,91344,793.6567667,0.335,40.64,12.5,35.2,20
3021,91311,2645.748348,0.435,44.61,2.2,11.2,13.4
2638,95822,747.7135663,0.345,37.07,8.8,23.8,15.3
3276,95437,588.702444,0.325,33.05,5.7,42.1,26.7
3237,94702,764.1546687,0.585,41.88,2.1,21.6,17.5
3865,92025,919.7172453,0.225,38.38,31.4,61.9,36.7
4437,94585,714.0402899,0.25,31.03,4.2,35.9,13.5
3668,95678,1985.822281,0.275,46.59,1.7,32.7,24
4476,95826,1528.169893,0.235,45.84,2.7,24.5,11.9
4387,90069,1394.353392,0.1,45.77,5.5,21.8,29.2
3613,93454,1187.714071,0.32,35.44,13.6,45.6,15.4
3391,92882,396.1865439,0.045,38.40,6.4,36.4,24.6
5725,92626,4204.755828,0.405,54.27,3.4,23.5,9.1
4004,95826,595.4002315,0.16,34.32,6,36.2,22
4059,95670,305.9546948,0.01,32.82,12.4,35.3,10.8
4110,90405,800.6966528,0.5,54.64,6.1,17.4,21.4
5935,92841,861.961876,0.135,38.35,36.6,47.2,31.3
1790,94108,589.8722025,6.67,42.94,25.7,33.4,20.9
38754,92055,3309.769102,8.31,61.55,1.6,43.6,46.2
7589,92618,2042.928399,0.475,59.19,14.8,24.5,17.6
5933,93930,54.77335823,0.1,32.42,36.9,60.5,23.5
5685,94015,1200.066868,0.535,34.23,14.6,29.7,28.6
4002,92835,1453.925646,0.65,58.69,10.8,23.8,16.7
4328,92544,481.3708108,0.01,32.06,0.5,44.1,11.9
4905,92028,360.2718564,0,41.45,6.1,41.8,19.9
4821,91321,3623.695056,0.285,42.84,3.7,23.6,13.7
4248,95219,2976.619831,0.03,44.42,4.6,24.6,16.2
3578,95963,124.238402,0,36.62,18,44.2,13.2
3987,90404,917.6229894,0.925,47.79,8,20.7,13.3
4063,93003,1562.230704,1,53.12,3.4,21.6,20.8
3582,93611,570.1440104,0.255,39.36,5.8,43,17
4495,91302,3372.852743,0.325,54.91,4.2,6.5,23.2
3157,90804,823.284659,0.32,42.94,5.3,31.7,20.8
6798,92028,632.6124983,0.3,39.48,11.9,41.8,17.7
6537,92545,650.3954174,0.025,34.21,2.4,55.6,18.2
5198,92583,410.4767652,0.06,26.70,9.8,72.1,14.8
3731,91780,753.4531734,0.2,53.35,21.4,24.8,6.9
3269,94610,1720.806205,0.16,37.06,6.6,29.8,17.2
3773,95948,186.1833009,0.175,32.62,14,29.6,14.2
3882,91792,1122.117236,0.05,37.64,16.9,23.8,21.2
5185,94560,323.4898213,4.985,36.15,8.4,20.4,15.3
4583,91423,3723.907002,0.225,52.26,1.8,20.8,20.1
7408,94803,2030.67077,0.505,39.18,3.6,26.7,7.9
4764,95973,882.7143556,0.36,42.84,2.3,52.6,21.8
3187,90020,1176.931266,0.45,52.25,29.4,43,23.3
3851,90638,1082.200266,0.135,51.44,3.2,17.6,9.6
4655,90604,807.1845996,0.065,41.72,0,20.1,15.4
3304,90027,847.3236828,0.625,48.41,4.5,15.9,14.8
6255,93555,356.4434243,9.3,38.72,2.7,34,6.9
2865,90034,1252.307553,0.12,41.38,4.3,38.5,30.4
4129,90603,1161.582024,0.45,51.89,4.5,13.1,12.8
5928,92084,817.8550768,0.01,33.96,16.8,66.2,26.2
4414,93505,122.0950361,0,24.57,4.5,52.3,23.1
2907,95965,542.4986585,0,27.99,4.4,49.6,14.3
4793,92841,619.4453712,0.055,35.75,10.1,30.8,11.8
5539,91423,3238.326909,0.225,48.77,2.7,19.9,18.5
5411,92804,872.3652367,0.52,44.01,10.9,20.9,13.3
5815,92026,818.3461453,0.34,36.91,8.2,52.1,29.8
6545,96002,1138.366076,0.28,32.95,2.4,52.5,25.5
4872,92555,441.8124672,0.4,31.86,2.8,27.8,5
15912,92563,2296.677682,0.5,40.38,1.7,19.1,15.6
10131,94533,590.8135131,6.635,38.28,1.1,12.7,5.5
7033,93445,348.7660391,0.26,32.80,4.8,29.6,19.4
2445,90064,5096.867427,0.735,52.12,5.7,17.2,16.8
6158,95834,741.5661006,0.12,32.55,4.4,26.1,22.7
6503,90056,2558.331168,0.695,59.64,1,7.4,15.4
5036,90505,1258.210215,5.79,59.83,10.6,12.7,13.1
3074,91423,2578.420515,0.11,50.65,1.8,20.8,20.2
4507,95407,708.6600838,0.275,31.97,14.1,39.5,12.5
4110,94402,1409.395375,2.57,52.45,10.9,17.5,15.2
5656,93230,320.214637,0.135,38.09,1.5,19.6,7.7
5732,91501,165.0239262,0.21,45.57,11.5,22.2,20.9
5197,95051,1319.676596,0.91,45.60,10.6,21.9,18.2
6040,92840,708.1636033,0.245,41.20,14.1,26.3,12.7
5524,92647,1552.108229,0.595,48.40,3.2,27.7,24.6
5068,96001,349.3699099,0.2,31.49,0,31,16.6
3529,95842,2281.09728,0.13,40.46,0.8,31.1,14.3
2565,95932,127.6585522,0.2,43.74,5.9,35.1,10.2
7336,95833,791.5448149,0.1,28.36,4.3,41.9,15.7
1668,91387,2472.336694,0.1,37.11,3,28.2,13.7
3939,90068,3466.154182,0.355,53.84,1.5,26.7,20
1592,95012,1321.221778,0.35,52.66,2.6,35.1,10.4
6286,92399,344.3463702,0.2,33.13,NA,29.5,22.5
5957,90807,679.6116323,1.53,55.95,1.9,19,15.2
5777,93033,696.9306132,0,30.31,23.4,54.4,16.2
4606,95551,440.7895016,0.21,34.15,2.4,50.4,13.1
5549,90815,1022.958911,0.61,42.85,1.8,51.1,19.3
5491,95370,627.9170326,0.5,43.06,0.3,26.8,13.7
3158,95820,449.2018302,0.2,30.29,4.3,43.8,16.5
3856,95678,1992.910023,0.775,45.02,0.9,24.6,20.2
4910,92626,1071.300069,0.32,40.72,3.7,29.1,28.3
4635,95046,827.5425694,0.11,43.39,9.6,26.8,16.4
4046,91765,3114.156806,0.31,47.04,18.7,20.8,14.1
7748,92562,2272.723137,0.61,43.65,1.7,16.5,15.8
1801,91103,1237.069008,0.27,44.72,11,50.3,37.3
5669,95401,1319.048496,0.37,37.03,7.9,25.3,20.8
3933,95816,1163.244448,0.67,48.76,3.8,31.4,9
5461,90638,731.5823038,0.2,41.73,4.7,12.8,11.5
6697,95928,906.5280559,0.35,42.63,1.6,43.2,17.8
8054,92880,307.3088971,0.3,45.33,3.8,12.7,11.6
5271,94030,2060.682791,1.145,50.71,12.9,16.7,19
6772,95116,2027.8443,0.275,34.47,24.7,25.6,18.3
5665,93036,979.1226838,0.01,40.82,5.3,24.8,15.3
4097,95482,325.1100511,2.24,42.63,0.1,36.6,15
2597,90036,1048.647919,0.27,47.20,2.3,20.2,18.5
4182,92359,260.4614646,0,41.88,1,26,13.5
3290,95823,901.908533,0.2,24.78,11.3,41.7,18.5
3377,91740,2812.424354,0.135,46.95,1.4,11.8,5.3
7291,92833,1063.154618,0.6,58.10,17.8,10.3,16.3
6745,92626,2796.713243,1.11,48.25,2.5,24.1,24.6
3456,94565,1192.209467,0.125,34.28,3.7,18.8,8.9
3381,91384,1244.817119,6.595,53.27,0.4,27.7,12
3168,92324,932.7191641,0.1,36.90,14,25.6,7.2
4661,95608,506.4120169,0.385,40.12,4.9,38.9,21.9
3862,91722,708.7587418,0.22,40.40,3.1,17.7,13.8
5416,95826,616.7256364,0.3,33.09,9,32,15.6
4122,92557,901.3189419,0.21,34.64,4.9,22.5,9.7
6110,95695,309.8836326,0.425,34.89,5.6,36.2,17.2
3181,94109,1123.806221,2.785,36.85,12.7,54.6,29.3
1980,95404,1618.707757,0.475,38.00,7.8,39.4,23.9
5874,91020,1268.131247,0.125,54.05,7.8,23.5,19.9
2251,90815,2802.965986,1.015,67.43,2.2,23.6,13.8
6322,92020,760.6704092,0.68,48.75,0.5,19.3,11.8
2955,95133,2626.587639,0.335,35.01,29,34.8,9.9
4157,92841,733.3494576,0.025,37.84,19.3,43.3,26.2
6077,92027,426.1870741,0.325,33.73,18.9,49.1,18
7067,93505,89.57667365,0.1,26.00,3.7,46.3,19.2
8781,94561,311.6258706,0,39.42,1.3,24.9,12.4
2837,93704,663.7504736,0.22,42.66,0,8.9,8.5
5382,92020,552.1995066,2.24,50.06,0.6,16,5.7
4991,95620,1578.301872,0.43,44.52,4.5,16.6,11.4
6757,91765,3036.183026,0.17,48.73,13.7,19.3,19.1
6937,93446,719.8466157,0.5,41.76,14.8,49.6,9.2
6876,93454,1353.690856,0.255,39.53,6.9,33,12.9
5977,94580,3434.879777,0.11,35.33,15,16.8,7.5
2436,90710,994.7960309,0.93,59.86,7.7,16.7,11.8
3266,95209,1487.135062,0,34.68,8,18,13.4
6587,94553,1617.967953,1.33,54.65,2.2,13,18.4
7601,91780,434.1746998,0.345,51.63,19,24.1,18.5
4566,95603,1072.207668,0.425,42.78,0,35.9,19.7
3136,95403,1876.437603,1.25,43.38,9.9,25.2,19.5
4488,91711,1961.314159,0.32,49.27,4.5,20.9,17.2
3990,90024,1832.050273,0.6,48.40,3,70.8,49.6
5810,95122,1409.706819,0.31,34.72,30,23.7,15.5
5482,91604,1173.197462,0.21,49.72,1.7,15.9,23.5
4199,93225,717.214717,0.26,46.71,3.1,30.7,16.5
9534,93003,1769.891261,1.155,44.46,1.8,29.7,15.7
5229,91730,952.184983,0.21,41.07,2.5,24.1,13.5
1570,94108,533.9397882,3.15,38.85,54.1,44.6,28.4
6721,90056,2106.670007,0.255,45.82,1.2,12.6,23.1
3814,95608,520.2551157,0.25,31.94,5.3,23.7,12.8
4858,91607,1055.149395,0.21,44.75,8.4,25.8,15.2
4704,92056,1251.615529,0.26,40.33,1.1,28.9,17
3015,90036,1248.281658,1.4,47.96,1.5,19.1,22.7
3499,92708,2626.744275,0.4,40.58,11.8,22.1,18.1
5750,92115,764.7770854,0.285,35.06,5.1,47.8,24.5
5329,91755,1587.905548,0.17,46.12,33.4,43.2,24
7094,94015,873.4401277,0.215,36.04,8.4,13.7,11.9
2542,91932,520.4754819,0.035,33.08,6.9,50,29.7
4687,95437,755.9915588,0.41,27.12,9,50.2,21.8
5188,90731,1161.902728,0.52,52.88,2.1,6.9,21.7
13390,92563,1626.19767,0.385,37.86,4.5,18.7,15.2
6458,94110,629.4121916,0.935,37.91,14,24.6,17
1921,90065,297.3830253,0,43.93,5.3,22.5,15
3167,92612,907.2781305,0.15,39.51,3.6,75.6,49.6
8113,94536,2095.82966,0.245,38.81,16.3,13,12.4
3561,93908,1055.509517,0.225,37.50,11,18.4,6.3
6071,92595,1944.24586,0.22,35.84,2.3,21.3,25
3093,91342,1191.410493,0.11,37.33,6.7,18.8,26.4
5029,92592,1362.609024,0.67,39.75,2,26,17.8
2043,91791,541.0101975,0,38.73,NA,12.3,NA
3786,91724,415.6304515,0.18,37.48,NA,15.6,9
3192,93013,952.6432866,1.72,43.79,17.9,31.7,13
4368,96150,661.0923739,0.71,38.34,2.8,36.8,19.5
2438,91321,1989.153085,0.02,39.31,4,14.2,14.3
5142,92545,760.7070647,0.825,35.84,3.5,44.7,10.1
2007,90065,1551.732783,0.26,43.78,6.3,30.1,12.1
4710,91766,1960.068628,0.435,47.13,11.9,16.2,20.1
2604,93101,1128.786127,0.34,33.28,5.4,37.3,25.1
4319,95380,174.3287616,0.02,37.67,0.6,17.1,5.5
6141,95687,1362.627635,0.27,35.92,3,35.8,17.9
7214,92081,922.3743309,0.235,37.96,NA,27,18.4
3245,90066,2912.676831,0.13,45.27,4,16.7,15.4
2550,90048,1315.019691,0.96,54.00,8.4,14.1,23.7
6925,92061,374.0107847,0.5,42.00,5.1,31.4,24.3
5964,95050,1425.010586,1.11,46.07,7.3,26.8,25.9
3141,92845,825.077874,2.99,52.02,1.9,12.2,17
6632,92551,855.1129605,0.3,30.76,5.7,27.4,16.9
3476,93710,1081.212156,0.285,49.19,NA,28.3,13.7
3062,94710,2220.417778,3.01,52.68,12.3,44,41.1
3697,90505,1423.593842,0.535,43.84,19.4,15.2,22.2
3703,91765,3659.020942,0.18,44.99,12.8,19.5,20.2
7692,92056,714.1930507,1.535,43.54,6.8,29.7,24.3
2429,95608,833.0745926,0.3,37.96,4.8,26.7,14.1
3929,95831,407.8630435,0.145,34.31,3.6,30.8,17.4
9315,93906,603.1049993,0.14,29.87,7.7,28.4,12.7
4562,96007,691.3484009,0.5,40.20,3.1,33.7,18.9
5237,93265,44.77970556,0.1,37.05,1,41.4,17.8
7801,92504,352.1336062,0.29,50.15,2,30.4,13.8
2505,92102,222.8682936,0.045,33.92,8.4,44.1,19.8
3455,95121,2497.647264,0.175,35.93,20.5,21.4,8.3
2813,90048,1371.472776,0.97,53.65,4.3,16.1,13.8
4283,91042,566.5033447,0.12,34.98,11.4,32.5,32.5
6479,93908,731.4180263,0.595,50.72,19.7,28.1,11.5
7308,95382,417.3533151,0.22,38.60,9.8,18.7,11.8
3827,92104,1321.165923,0.385,44.67,5.8,12.7,14.9
2036,91355,2002.648591,1.125,47.90,1.6,15.5,15.7
5792,92821,695.1648172,1.37,62.51,3.1,12.5,12.9
7726,95128,1478.421168,0.235,36.79,11,30.3,26.7
9872,92310,NA,0.5,44.97,2.8,41.7,8.5
4018,93536,297.0702201,1.27,43.01,4.1,35,14.9
4639,90035,1172.409411,0.345,49.12,10.5,29,24
6659,92284,509.1191296,0.31,27.60,0.9,57.9,29.4
3956,90041,806.702828,0.2,42.22,4.3,18.1,15.9
5237,94564,2975.739255,0.42,42.25,5.6,16.2,9.9
6207,95023,280.5598499,0.385,28.82,4.2,25.2,13
3448,92708,2377.402511,0.16,41.91,9.7,19.3,15
5257,92780,2544.071498,0.28,45.98,10.3,27.8,20.9
7618,92583,505.7074588,0.26,26.33,6.8,42.2,18.5
4202,92683,3480.077863,0.49,51.36,8.9,20.6,25.2
6608,96021,92.48796693,0.11,29.97,5.5,40.4,11.6
15502,91739,1622.209416,0.56,52.18,5.4,13,12.8
6894,95620,2417.683408,0.935,45.27,1.5,31.7,13.3
5936,95131,1114.213711,2.195,46.69,21.6,18.2,6.8
2463,90004,1171.660996,0.395,51.93,6.8,16.6,18.5
2208,93033,515.9838607,0.01,27.32,10.4,33.6,25.6
4373,95122,1584.22377,0.15,27.20,16.5,26.2,27.4
2734,92262,416.3148023,0.42,30.89,NA,42.4,21.7
7113,92647,1043.486838,5.4,60.31,4.3,11.9,8.5
4457,90066,838.7642448,0.4,42.75,14.1,32.3,14.4
5291,91977,1317.611825,0.07,32.75,1.8,36.7,23.4
2097,96007,529.8515412,0.175,31.65,3.4,46.3,20.6
5742,93454,631.0505437,0.435,41.33,2.9,13.9,10.9
4086,91941,1181.042139,0.145,41.63,0.9,27.5,21
4620,92117,952.6979449,0.26,37.59,3.3,22.9,18.4
3336,92879,558.676514,0.45,46.57,3.4,17.5,15.9
1513,93442,748.5548517,0.7,43.13,NA,28.9,10.8
2373,91107,1541.369293,0.36,51.46,11.2,18.8,16.6
10092,92320,891.5338121,0.725,43.62,2.7,11.9,8
4962,94703,836.1608147,1.585,41.17,3,21.9,25.6
5952,95020,672.8885824,0.185,36.99,8.4,14.9,16.3
3890,95864,797.7639589,0.75,37.24,8.8,44.8,19.4
3772,90035,1602.000454,0.155,44.72,11.8,28.5,32.7
2677,90720,1660.8394,1.175,64.47,2.4,20.3,11.4
6392,91709,1104.296725,0.66,44.24,17.3,13,5.6
5723,93536,520.3488668,0.7,30.12,3.4,41.3,17.1
3563,91107,519.7806354,0.57,49.32,7.9,18.7,22.7
2300,91505,982.5420785,0.31,51.13,3.4,9.7,14.3
5156,90024,756.2988849,0.16,35.81,3.9,79.5,64.7
4592,95121,3469.802729,0.12,34.00,25.3,18.7,17.7
10497,93012,1102.748287,2,62.67,1.3,18.7,16.1
5464,95695,261.2260449,0.04,31.90,6.6,33.4,17.5
944,92320,3628.018458,0,33.26,NA,25.2,17
12225,95757,1012.930213,0.475,52.29,3.3,11.3,15.8
3054,92328,80.87145915,3.2,48.70,9.4,40.2,12.2
7564,95403,1484.571068,0.375,30.64,15.7,42.6,19.8
4670,91411,1243.647145,0.26,51.87,4.5,11.1,17.9
3165,91016,609.1850452,1.385,53.95,5.6,31.4,27.5
3233,93065,1362.085342,0.42,42.69,4.5,20.9,20.6
3522,90042,829.2391503,0.045,39.93,12.7,50.2,9.3
3049,95043,38.43949713,2.05,49.24,3.2,24.5,8.4
5828,91505,1058.635592,0.505,52.59,2.2,18.1,14.2
6978,91006,1391.032058,0.325,54.46,23.9,23.7,29.4
6784,90604,638.2884322,0.12,41.22,6.8,31.5,12.3
3176,91942,1074.170318,0.41,53.24,2.3,27.8,21.8
5248,91311,729.2285159,0.495,40.64,6.9,15.5,15.6
6392,93907,1213.012648,0.2,46.89,8.3,22.9,13.6
4905,96002,863.5032729,0.535,33.15,0.4,36.4,21.8
7088,95035,2454.166848,1.53,52.51,20.1,19.9,16.4
11749,95219,1344.099749,0.2,45.86,5.4,10.1,8.4
4610,95670,1071.885646,0.785,46.98,7.5,11,9
3549,92612,1036.083695,0.16,40.30,8.6,52.1,33.1
2853,91504,462.2738204,0.73,61.46,4,17.2,13.5
4948,96080,73.71683377,0.21,35.14,2.5,41.3,10.7
4610,92592,916.1473815,0.5,34.23,3.9,40.2,27
17197,92617,1214.10835,0.925,51.85,5.6,56.6,27.2
12171,94531,936.192808,0.46,39.96,2.6,19,13.8
3498,90703,762.3658102,0.3,39.51,19.6,14.9,10.8
6967,91741,576.3554387,0.235,46.36,5.9,27.9,13.7
5153,92832,721.5616703,0.44,58.95,1.1,24.6,17
5491,92058,1430.587713,0.86,42.12,3.4,22.2,20.1
7506,95624,1115.030653,0.975,39.95,1.2,30.4,15.3
4983,93720,918.361212,0.6,40.68,3,20.8,21.5
3924,93010,552.3037307,0.545,45.73,4.3,20,18.5
5633,94558,857.4311617,0.45,45.70,4.1,15,14.4
5115,95035,1589.392456,0.605,39.16,18,19.3,20.8
4451,90026,1155.021845,0.47,49.50,3.1,18.5,17
7308,92866,1542.948007,0.215,49.94,4.3,39.7,15.8
3607,94043,2386.472485,1.06,48.65,6.8,18,14.2
2915,90291,654.127608,0.175,47.59,2.2,34.2,18.2
5953,95966,507.5712795,0.5,38.35,0,47.5,11.4
4029,95357,593.5487179,0.025,40.71,0.6,20.5,13.7
7374,94538,1381.713784,0.47,35.84,15.3,10.8,11.1
4295,94544,682.8815659,0.025,22.80,32.1,44.6,23.4
4570,94605,436.518302,0.125,26.36,1,31.6,23.3
3267,95822,1445.880733,0,32.61,6.2,20.2,5.5
3557,95350,878.7682074,0.195,42.93,0.7,22,11.9
3678,91741,322.1013439,0.175,41.16,8.5,23.3,14.5
4664,92114,382.320021,0,31.26,11.2,30.8,10.7
6726,95050,652.4660053,0.405,38.16,4.7,34.8,25.5
7286,94089,2493.230665,1.35,43.38,7.5,16.6,12.4
5592,94519,1052.658754,2.21,43.58,7.5,22.2,12.2
6839,90405,1342.125166,0.755,59.68,1.3,20.4,22.3
4818,91942,900.665676,0.325,46.02,2,33.5,22.4
4706,91773,2099.007291,0.87,51.21,2.9,21.7,11.4
4670,91977,601.9949193,0.075,27.74,11.2,53.2,24.3
6690,94112,695.437836,0.22,33.10,17.3,22.5,18.2
2837,95608,418.0223054,0.155,30.48,6.6,50.7,27
5271,93063,1591.53281,0.4,40.79,1.9,14.7,19.6
8443,92545,378.7650041,1.35,30.22,4.6,28.6,15.2
3276,94587,876.2254021,0.765,33.14,6.6,14.4,15.9
3493,90041,575.7947178,0.11,39.51,8.4,19.2,19.2
5962,92345,1772.183333,0,27.26,4.2,42.3,9.9
5361,93065,1672.586364,0.175,41.50,6,24.4,11
8852,95356,604.6604641,0.3,38.56,3.6,22,16.4
3871,93065,758.9421024,0.02,34.03,2.1,25.8,27.4
3136,93705,765.1927973,0.145,39.44,0,26.6,10.3
3896,91505,1057.572864,0.385,48.51,4.1,15.1,19.7
2916,90036,1316.193825,0.235,44.56,0.9,21,22.8
2518,95825,1138.553827,0.17,32.66,0.4,43,16.6
5869,93905,356.2197053,0.12,26.26,36.8,68,24.1
8614,92584,1544.910446,0.4,37.59,1.5,24,15.9
6840,91104,463.2438695,0.15,42.91,11.3,21.5,26
7489,93906,878.2087143,0.2,29.19,17.5,40,16.1
3429,94133,496.3490268,2.175,40.81,23.8,35.3,18
6655,94591,2009.880375,0.435,30.36,4.9,13.6,22.9
4389,91602,2629.489102,0.69,63.93,0.6,18,16.5
3642,94605,1446.30544,0.175,33.79,2.2,12,9.5
3433,92637,1208.934474,0.31,40.11,17.7,28.1,21.9
1463,94505,553.858619,0.5,48.69,NA,22,12.9
2432,90046,1170.337655,0.09,40.03,18.4,28.4,20.1
8013,94560,2013.531144,9.955,52.15,8.1,6.6,6.1
5300,90712,1014.140254,0.365,45.16,3.4,13.6,14.9
2795,94608,532.9581718,5.065,46.74,3.8,13.8,9.1
3193,95076,474.5619132,0.225,31.84,NA,36.2,16.6
11332,95134,2102.545161,2.86,51.80,10,16.6,14.2
5978,93041,902.4833654,0.225,36.88,8.6,27.2,24.7
5951,91780,611.915009,0.715,61.66,16.6,18.5,16.7
4872,90025,1022.60088,0.665,53.72,9.8,15.7,19.5
5062,95823,620.8867671,0.095,20.66,15.7,57.4,34.1
4557,95050,578.8747753,1.18,42.98,9,34.1,32.7
9631,93035,877.954048,0.1,43.10,3.3,22.3,19.7
8974,92630,861.8515404,1.31,53.15,6.8,10.5,14.5
4944,92555,1274.301967,0.085,34.64,6.8,23.6,13.1
10204,95054,2116.898312,3.015,52.17,7,12,12.4
3494,91311,626.5007074,0.135,38.02,5.2,16.4,14.2
4665,95991,518.6997136,0.06,35.47,5.6,28.3,8.8
6801,92126,1432.996135,0.745,41.34,13.5,17.6,7.1
2390,90066,1390.936696,0.375,39.61,12.2,27.8,11.6
3119,91104,715.6274317,0.11,37.93,10.7,29.1,22.2
5944,95236,168.7066492,0,47.93,5.3,25.9,6.3
2483,94110,564.0263943,0.98,37.22,9.1,21.1,10.6
3250,90048,894.7967619,0.415,51.88,4.9,18.5,25.6
2816,95209,366.9008727,0,31.06,3.6,26.7,16.3
8940,95901,1388.500064,0.25,36.05,0.7,22.5,8.3
2303,91304,411.5060328,1.25,38.88,5,14.5,23.6
4708,91307,483.6387298,0.31,38.95,2.5,15.8,14.1
4119,90712,854.1377995,0.21,47.40,2.9,10.4,8
4171,95422,195.8526082,0,24.42,2.2,56.3,14.6
4663,90024,2073.640248,0.47,47.35,12.5,46.8,42.5
5832,95831,1313.970343,0.325,41.71,9.8,22.4,15.8
6073,96022,431.7555934,0.2,33.98,0,54.2,25.2
5496,94538,829.1831081,0.61,37.43,10.9,13,15.5
2110,90720,1319.741651,1.135,58.46,9.3,7.6,4.6
1055,94553,99.40354897,0.56,36.43,NA,61.3,21
3073,92115,456.8975219,0.125,27.64,18.6,55.8,30.2
4620,94109,776.0395751,2.66,38.93,10.1,32.6,21.1
4150,95121,2748.647928,0.085,38.83,19.1,20.5,15
8333,92880,1548.562019,0.075,53.81,8.5,16.1,12
6816,95122,1305.376999,0.07,28.13,14.5,34.2,28.6
2758,90703,1419.56116,0.07,39.52,14.1,12.6,18.2
6290,92274,498.5180068,0,29.58,37.3,62.2,22.1
4576,93063,1629.270566,0.5,42.11,3.3,20.1,15.9
1461,95834,1901.689121,0.06,22.82,2.5,73.2,32.6
2576,95306,44.4409065,0,29.71,1.8,38.5,21.5
4610,90210,1042.969023,0.46,51.87,20.3,19.8,28.1
2510,95934,217.2713266,0.6,37.22,3.7,36.5,18.7
3790,91351,844.4674229,0,34.72,4.9,22.8,26.4
3812,91730,811.3402706,0.635,54.92,4.2,12.9,14.6
5049,92821,1231.746956,1.82,61.86,5.1,16.5,13.6
4691,92845,1345.309242,0.335,49.01,3.5,11.7,14.6
7424,92867,535.4569899,2.255,50.04,6.7,22.2,16.6
5314,91977,1438.90429,0.07,39.16,7.6,27.5,15.8
4587,92101,802.0452877,2.35,53.96,3.8,20,14.7
3096,92277,61.4458794,0,32.07,3.1,48.1,6.9
4072,93065,894.9627343,0.13,33.55,16.6,33.4,24.8
4973,93101,1167.048348,0.12,33.38,8.4,49.4,19.1
4393,95492,1083.740025,0.7,44.91,6.1,19.6,12
4246,91755,645.6572939,0.17,40.12,53.8,45.9,36.8
7021,94089,3160.360783,1.79,44.54,11.1,10.6,13.1
5239,92103,726.6373936,1.135,41.24,1.1,27.3,18.2
5707,90717,742.5544458,1.18,51.94,4.3,18.1,8.8
3670,90630,644.878717,0.47,42.83,4.6,15.5,9.5
7019,95993,693.6605325,0.11,38.05,12.8,31.7,11.1
8637,95148,1364.522404,0.325,31.89,17.3,27.1,16
